COUNTYFP,unemployment_rate,cases_avg_per_100k,deaths_avg_per_100k,party,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS
8043,8.185714285714285,199.87,0.0,REPUBLICAN,0.006,0.069,0.062,0.2,0.663
8045,7.714285714285715,1118.58,6.720000000000002,DEMOCRAT,0.065,0.04,0.037,0.326,0.532
8047,12.657142857142858,265.89,0.0,DEMOCRAT,0.001,0.027,0.017,0.17,0.785
8049,10.514285714285716,272.95000000000005,6.37,REPUBLICAN,0.006,0.002,0.05,0.187,0.754
8051,8.085714285714287,1472.6700000000003,34.440000000000005,DEMOCRAT,0.057,0.039,0.043,0.281,0.581
8053,4.4714285714285715,365.82000000000005,0.0,REPUBLICAN,0.043,0.05,0.117,0.271,0.519
8055,9.985714285714286,86.94,14.49,REPUBLICAN,0.028,0.051,0.051,0.275,0.595
8057,4.92857142857143,574.6899999999999,0.0,REPUBLICAN,0.021,0.027,0.09,0.342,0.52
8059,7.457142857142857,641.3700000000001,38.940000000000005,DEMOCRAT,0.028,0.031,0.075,0.194,0.673
8061,2.3000000000000003,0.0,0.0,REPUBLICAN,0.028,0.051,0.159,0.27,0.492
8063,2.942857142857143,649.5500000000001,42.20999999999999,REPUBLICAN,0.024,0.323,0.119,0.344,0.19
8065,9.6,840.1899999999999,0.0,DEMOCRAT,0.002,0.016,0.036,0.193,0.753
8067,7.442857142857143,391.8900000000001,3.5,DEMOCRAT,0.043,0.02,0.122,0.274,0.541
8069,6.757142857142858,369.32000000000005,9.580000000000002,DEMOCRAT,0.013,0.037,0.06,0.231,0.659
8071,7.514285714285714,122.6,0.0,REPUBLICAN,0.052,0.03,0.101,0.17,0.648
8073,4.528571428571429,146.65,0.0,REPUBLICAN,0.013,0.068,0.196,0.403,0.321
8075,4.814285714285715,2930.6099999999997,22.349999999999998,REPUBLICAN,0.078,0.202,0.101,0.368,0.251
8077,8.085714285714285,166.33,1.01,REPUBLICAN,0.075,0.105,0.098,0.222,0.499
8079,6.885714285714285,2340.72,0.0,REPUBLICAN,0.049,0.072,0.138,0.264,0.478
8081,6.7857142857142865,195.34999999999994,7.5600000000000005,REPUBLICAN,0.041,0.142,0.162,0.284,0.371
8083,8.014285714285714,414.99999999999994,15.399999999999999,REPUBLICAN,0.057,0.019,0.081,0.257,0.586
8085,7.257142857142857,638.8800000000002,30.34000000000001,REPUBLICAN,0.085,0.092,0.074,0.314,0.436
8087,5.4,2328.94,161.98000000000002,REPUBLICAN,0.083,0.161,0.116,0.245,0.396
8089,6.2142857142857135,241.33,19.5,REPUBLICAN,0.004,0.047,0.102,0.194,0.653
8091,9.5,242.11999999999995,20.159999999999997,DEMOCRAT,0.06,0.08,0.069,0.295,0.495
8093,6.271428571428571,236.80000000000004,5.319999999999999,REPUBLICAN,0.021,0.018,0.103,0.137,0.722
8095,2.914285714285714,504.16999999999985,0.0,REPUBLICAN,0.05,0.19,0.137,0.255,0.368
8097,11.814285714285715,1192.6899999999998,17.709999999999997,DEMOCRAT,0.019,0.014,0.016,0.318,0.633
8099,4.3,388.65999999999985,0.0,REPUBLICAN,0.079,0.046,0.205,0.201,0.469
8101,8.014285714285716,349.86,19.700000000000003,DEMOCRAT,0.018,0.044,0.074,0.28,0.584
8103,5.685714285714285,94.91999999999996,0.0,REPUBLICAN,0.111,0.092,0.074,0.265,0.458
8105,7.657142857142858,852.2900000000003,27.72,REPUBLICAN,0.061,0.144,0.11,0.242,0.444
8107,9.37142857142857,406.18999999999994,23.410000000000004,DEMOCRAT,0.008,0.036,0.092,0.375,0.489
8109,7.128571428571427,1692.3000000000004,29.259999999999998,DEMOCRAT,0.065,0.122,0.138,0.232,0.443
8111,8.6,428.37,0.0,DEMOCRAT,0.032,0.038,0.097,0.27,0.563
8113,13.457142857142859,906.2700000000002,0.0,DEMOCRAT,0.043,0.058,0.074,0.26,0.565
8115,3.542857142857143,489.3,19.049999999999997,REPUBLICAN,0.065,0.162,0.138,0.267,0.368
8117,12.685714285714285,1107.4500000000003,12.88,DEMOCRAT,0.0,0.001,0.064,0.151,0.784
8119,8.442857142857143,425.59999999999997,8.4,REPUBLICAN,0.105,0.087,0.066,0.145,0.597
8121,3.242857142857143,940.08,0.0,REPUBLICAN,0.077,0.208,0.101,0.303,0.31
8123,6.97142857142857,1065.25,46.0,REPUBLICAN,0.046,0.038,0.135,0.231,0.55
8125,2.914285714285714,663.6300000000002,0.0,REPUBLICAN,0.038,0.284,0.133,0.255,0.29
9001,7.942857142857144,1878.4600000000003,149.77999999999997,DEMOCRAT,0.027,0.019,0.06,0.114,0.78
9003,8.028571428571428,1402.92,159.1,DEMOCRAT,0.015,0.023,0.065,0.13,0.767
9005,7.085714285714286,891.1100000000002,88.89999999999998,REPUBLICAN,0.017,0.051,0.021,0.098,0.812
9007,6.685714285714286,866.4,126.44999999999997,DEMOCRAT,0.003,0.007,0.055,0.128,0.807
9009,7.9142857142857155,1516.1200000000003,128.79,DEMOCRAT,0.023,0.014,0.053,0.115,0.795
9011,10.028571428571427,599.95,40.599999999999994,DEMOCRAT,0.025,0.021,0.066,0.142,0.747
9013,6.442857142857143,685.38,43.160000000000004,DEMOCRAT,0.008,0.008,0.027,0.147,0.81
9015,7.971428571428572,599.61,16.590000000000003,REPUBLICAN,0.022,0.041,0.082,0.137,0.718
10001,9.9,1195.91,58.309999999999995,DEMOCRAT,0.026,0.006,0.106,0.051,0.811
10003,8.72857142857143,1182.7799999999997,51.24,DEMOCRAT,0.027,0.013,0.041,0.133,0.786
10005,9.200000000000001,2411.81,81.58,REPUBLICAN,0.005,0.001,0.035,0.103,0.856
11001,7.671428571428571,1689.8500000000001,82.54,DEMOCRAT,0.012,0.013,0.069,0.164,0.743
12001,6.385714285714285,1223.06,7.350000000000002,DEMOCRAT,0.001,0.024,0.053,0.17,0.751
12003,5.685714285714286,1116.8499999999997,13.720000000000002,REPUBLICAN,0.087,0.076,0.18,0.215,0.442
12005,7.3999999999999995,1812.7499999999993,10.100000000000001,REPUBLICAN,0.065,0.109,0.076,0.202,0.548
12007,7.042857142857143,954.9899999999999,10.689999999999998,REPUBLICAN,0.106,0.168,0.172,0.173,0.381
12009,8.085714285714285,857.8399999999999,13.969999999999999,REPUBLICAN,0.068,0.073,0.096,0.157,0.607
12011,10.571428571428571,2653.16,32.540000000000006,DEMOCRAT,0.026,0.023,0.043,0.117,0.791
12013,5.928571428571429,2590.1400000000003,49.55000000000001,REPUBLICAN,0.034,0.055,0.138,0.267,0.507
12015,8.985714285714286,949.8000000000001,44.48,REPUBLICAN,0.051,0.049,0.101,0.158,0.64
12017,10.14285714285714,758.75,15.079999999999998,REPUBLICAN,0.09,0.036,0.087,0.178,0.609
12019,6.571428571428571,1221.94,23.25,REPUBLICAN,0.055,0.067,0.15,0.209,0.52
12021,8.557142857142855,2359.5599999999995,30.96,REPUBLICAN,0.04,0.023,0.067,0.212,0.658
12023,6.7,3183.6799999999994,14.0,REPUBLICAN,0.047,0.026,0.288,0.254,0.385
12027,6.057142857142857,3204.060000000001,43.19000000000001,REPUBLICAN,0.023,0.064,0.056,0.142,0.715
12029,6.442857142857143,1421.6,23.799999999999994,REPUBLICAN,0.071,0.095,0.119,0.318,0.397
12031,8.0,2113.89,15.140000000000004,DEMOCRAT,0.049,0.042,0.086,0.194,0.629
12033,7.885714285714285,2290.8499999999995,27.079999999999995,REPUBLICAN,0.019,0.052,0.095,0.31,0.524
12035,9.328571428571427,728.8,8.910000000000002,REPUBLICAN,0.079,0.05,0.113,0.157,0.602
12037,6.614285714285714,825.5400000000002,8.26,REPUBLICAN,0.022,0.101,0.237,0.228,0.412
12039,7.3571428571428585,2720.68,31.590000000000003,DEMOCRAT,0.06,0.033,0.104,0.227,0.575
12041,5.757142857142857,1799.5299999999997,7.700000000000001,REPUBLICAN,0.016,0.151,0.069,0.324,0.44
12043,6.685714285714285,3087.8799999999997,21.67,REPUBLICAN,0.047,0.082,0.098,0.096,0.677
12045,7.042857142857144,2108.08,2.1,REPUBLICAN,0.046,0.125,0.12,0.249,0.46
12047,8.228571428571428,3944.3599999999997,17.82,REPUBLICAN,0.101,0.071,0.235,0.227,0.365
12049,7.571428571428571,2977.8399999999997,21.730000000000004,REPUBLICAN,0.114,0.041,0.179,0.186,0.48
12051,9.3,3789.7399999999993,80.91999999999999,REPUBLICAN,0.046,0.042,0.112,0.15,0.65
12053,9.785714285714286,798.57,12.820000000000004,REPUBLICAN,0.09,0.04,0.091,0.19,0.589
12055,8.957142857142857,1100.4099999999999,22.219999999999995,REPUBLICAN,0.025,0.056,0.145,0.138,0.635
12057,8.585714285714285,1893.8400000000004,21.180000000000003,DEMOCRAT,0.023,0.031,0.069,0.155,0.722
12059,6.5857142857142845,2088.0899999999997,6.57,REPUBLICAN,0.17,0.077,0.081,0.111,0.562
12061,8.942857142857145,1295.97,23.770000000000003,REPUBLICAN,0.054,0.065,0.082,0.193,0.607
12063,6.171428571428571,3167.4499999999994,51.13,REPUBLICAN,0.064,0.108,0.129,0.174,0.526
12065,6.3428571428571425,1348.9199999999996,35.0,REPUBLICAN,0.019,0.017,0.099,0.183,0.682
12067,4.6000000000000005,1133.1400000000003,5.1,REPUBLICAN,0.102,0.081,0.22,0.208,0.389
12069,10.857142857142858,1157.97,13.490000000000004,REPUBLICAN,0.047,0.062,0.074,0.185,0.632
12071,8.942857142857145,1920.8800000000003,37.63000000000001,REPUBLICAN,0.052,0.05,0.073,0.176,0.648
12073,6.728571428571429,1347.3399999999997,4.800000000000001,DEMOCRAT,0.051,0.022,0.071,0.156,0.7
12075,7.242857142857145,1211.5800000000004,8.18,REPUBLICAN,0.017,0.132,0.072,0.187,0.592
12077,5.428571428571429,4152.82,23.940000000000005,REPUBLICAN,0.022,0.023,0.205,0.268,0.482
12079,6.585714285714287,3038.35,39.269999999999996,REPUBLICAN,0.164,0.085,0.148,0.264,0.34
12081,8.314285714285715,2009.4499999999998,41.73,REPUBLICAN,0.074,0.037,0.062,0.201,0.626
12083,8.357142857142856,1097.5500000000002,14.5,REPUBLICAN,0.046,0.087,0.121,0.203,0.543
12085,7.528571428571429,2167.1,42.73,REPUBLICAN,0.027,0.018,0.066,0.169,0.719
12086,7.357142857142856,4058.0100000000007,53.510000000000005,DEMOCRAT,0.032,0.023,0.06,0.128,0.756
12087,10.485714285714284,1612.3200000000002,9.879999999999999,REPUBLICAN,0.007,0.001,0.014,0.159,0.819
12089,7.0857142857142845,1117.56,9.599999999999998,REPUBLICAN,0.09,0.07,0.147,0.223,0.47
12091,6.899999999999999,1191.43,10.600000000000003,REPUBLICAN,0.091,0.083,0.147,0.21,0.469
12093,6.271428571428572,2022.7299999999996,7.48,REPUBLICAN,0.016,0.034,0.064,0.171,0.715
12095,12.7,1994.3999999999999,14.5,DEMOCRAT,0.02,0.02,0.072,0.164,0.724
12097,15.899999999999997,2119.47,16.080000000000002,DEMOCRAT,0.025,0.022,0.058,0.176,0.72
12099,9.185714285714285,2106.58,52.5,DEMOCRAT,0.03,0.02,0.05,0.116,0.784
12101,8.757142857142858,1083.6399999999999,14.549999999999999,REPUBLICAN,0.027,0.029,0.055,0.179,0.709
12103,8.614285714285714,1601.24,40.48,DEMOCRAT,0.025,0.019,0.074,0.133,0.75
12105,10.714285714285717,1637.15,33.080000000000005,REPUBLICAN,0.05,0.063,0.085,0.172,0.63
12107,8.985714285714286,1634.05,21.79,REPUBLICAN,0.068,0.05,0.114,0.186,0.581
12109,6.642857142857143,1160.32,8.200000000000003,REPUBLICAN,0.047,0.071,0.097,0.223,0.561
12111,9.342857142857143,1425.6799999999994,32.93999999999999,REPUBLICAN,0.077,0.022,0.08,0.173,0.648
12113,6.4,1584.3800000000003,11.41,REPUBLICAN,0.047,0.068,0.166,0.265,0.453
12115,8.485714285714286,1216.39,26.740000000000006,REPUBLICAN,0.017,0.031,0.073,0.175,0.704
12117,8.828571428571427,1322.8299999999997,15.27,DEMOCRAT,0.037,0.039,0.066,0.141,0.717
12119,9.371428571428572,788.11,21.86,REPUBLICAN,0.037,0.036,0.064,0.235,0.628
12121,6.471428571428571,2465.7000000000003,73.44,REPUBLICAN,0.105,0.055,0.244,0.227,0.369
12123,6.671428571428571,1388.6,13.860000000000001,REPUBLICAN,0.103,0.086,0.19,0.145,0.476
12125,5.428571428571429,1592.42,26.319999999999993,REPUBLICAN,0.044,0.04,0.176,0.267,0.473
12127,9.257142857142858,1169.65,18.78,REPUBLICAN,0.035,0.066,0.089,0.192,0.618
12129,5.414285714285714,1578.3599999999997,5.05,REPUBLICAN,0.032,0.092,0.172,0.275,0.429
12131,7.442857142857142,1493.2999999999997,16.15,REPUBLICAN,0.092,0.06,0.092,0.244,0.512
12133,6.857142857142857,1850.0000000000002,51.520000000000024,REPUBLICAN,0.138,0.085,0.062,0.158,0.557
13001,5.0,2892.98,96.38,REPUBLICAN,0.085,0.117,0.23,0.152,0.416
13003,4.314285714285715,3505.1200000000003,24.5,REPUBLICAN,0.059,0.1,0.179,0.217,0.445
13005,5.2,3795.2099999999996,48.63999999999999,REPUBLICAN,0.071,0.132,0.187,0.188,0.421
13007,6.071428571428571,2416.56,214.74,REPUBLICAN,0.027,0.048,0.054,0.127,0.743
13009,7.214285714285714,2058.52,89.02999999999999,DEMOCRAT,0.02,0.089,0.107,0.29,0.494
13011,4.942857142857143,1321.8799999999999,27.11999999999999,REPUBLICAN,0.136,0.103,0.125,0.238,0.399
13013,5.785714285714286,1264.3400000000001,42.06999999999999,REPUBLICAN,0.063,0.086,0.092,0.19,0.568
13015,7.0857142857142845,1331.8899999999999,52.49,REPUBLICAN,0.215,0.05,0.123,0.143,0.47
13017,6.942857142857144,1902.8099999999997,10.3,REPUBLICAN,0.129,0.078,0.109,0.202,0.483
13019,6.671428571428572,1288.7899999999997,5.54,REPUBLICAN,0.073,0.098,0.156,0.214,0.46
13021,7.585714285714286,1887.6399999999999,39.379999999999995,DEMOCRAT,0.043,0.094,0.176,0.201,0.487
13023,6.7142857142857135,1039.39,23.310000000000002,REPUBLICAN,0.089,0.031,0.117,0.256,0.508
13025,5.985714285714286,1115.56,19.5,REPUBLICAN,0.047,0.129,0.15,0.164,0.51
13027,5.314285714285715,2195.7000000000003,95.05000000000001,REPUBLICAN,0.092,0.165,0.124,0.235,0.385
13029,5.957142857142856,1256.4899999999998,18.42,REPUBLICAN,0.033,0.039,0.095,0.238,0.595
13031,7.114285714285714,1230.9999999999998,13.32,REPUBLICAN,0.053,0.049,0.163,0.31,0.424
13033,7.485714285714286,1750.5899999999997,42.38000000000001,REPUBLICAN,0.105,0.109,0.087,0.208,0.492
13035,6.542857142857144,1900.17,156.31000000000003,REPUBLICAN,0.125,0.037,0.144,0.163,0.53
13037,5.185714285714285,3729.6399999999994,216.07,DEMOCRAT,0.013,0.035,0.043,0.172,0.737
13039,5.271428571428572,1022.4999999999999,7.279999999999999,REPUBLICAN,0.136,0.125,0.17,0.113,0.456
13043,4.514285714285714,1813.1499999999999,19.82,REPUBLICAN,0.037,0.045,0.177,0.264,0.477
13045,7.028571428571429,1397.3799999999999,39.290000000000006,REPUBLICAN,0.089,0.133,0.154,0.168,0.457
13047,5.085714285714286,725.14,12.440000000000005,REPUBLICAN,0.143,0.152,0.114,0.217,0.375
13049,4.085714285714285,2355.29,22.470000000000002,REPUBLICAN,0.065,0.094,0.15,0.196,0.495
13051,8.242857142857142,1554.44,20.929999999999996,DEMOCRAT,0.035,0.04,0.144,0.158,0.624
13053,6.5,954.18,3.58,REPUBLICAN,0.061,0.072,0.108,0.214,0.545
13055,9.414285714285713,643.22,8.12,REPUBLICAN,0.116,0.102,0.187,0.143,0.451
13057,5.571428571428571,992.8699999999999,20.990000000000006,REPUBLICAN,0.049,0.054,0.1,0.213,0.584
13059,7.042857142857143,1207.06,12.079999999999998,DEMOCRAT,0.054,0.057,0.06,0.226,0.603
13061,12.185714285714285,2630.2699999999995,105.84,DEMOCRAT,0.028,0.066,0.12,0.223,0.562
13063,10.257142857142856,1438.3799999999999,34.88999999999999,DEMOCRAT,0.038,0.054,0.125,0.159,0.624
13065,4.242857142857143,2534.9700000000003,60.480000000000004,REPUBLICAN,0.06,0.058,0.134,0.168,0.58
13067,6.471428571428571,1388.96,40.17,DEMOCRAT,0.039,0.049,0.116,0.225,0.572
13069,6.085714285714286,2924.31,55.11,REPUBLICAN,0.085,0.124,0.164,0.222,0.404
13071,4.628571428571429,3312.83,49.32000000000001,REPUBLICAN,0.108,0.191,0.074,0.233,0.394
13073,4.814285714285714,1034.4099999999999,11.620000000000001,REPUBLICAN,0.061,0.064,0.095,0.234,0.547
13075,4.8999999999999995,2153.4799999999996,44.289999999999985,REPUBLICAN,0.098,0.134,0.123,0.203,0.441
13077,6.928571428571429,850.63,11.94,REPUBLICAN,0.105,0.053,0.183,0.204,0.455
13079,5.471428571428571,780.95,0.0,REPUBLICAN,0.057,0.051,0.231,0.192,0.468
13081,7.428571428571429,1579.7200000000003,62.72000000000001,REPUBLICAN,0.119,0.023,0.06,0.163,0.635
13083,4.671428571428572,681.1599999999999,6.2299999999999995,REPUBLICAN,0.128,0.222,0.13,0.249,0.27
13085,5.471428571428572,1012.4699999999999,19.7,REPUBLICAN,0.049,0.09,0.128,0.162,0.571
13087,4.857142857142857,2272.99,30.23999999999999,REPUBLICAN,0.093,0.04,0.171,0.18,0.516
13089,8.22857142857143,1517.9500000000003,28.140000000000004,DEMOCRAT,0.036,0.028,0.075,0.156,0.704
13091,6.442857142857143,1022.5900000000001,9.659999999999998,REPUBLICAN,0.145,0.025,0.15,0.236,0.443
13093,7.885714285714285,1928.4599999999998,124.68000000000004,REPUBLICAN,0.077,0.034,0.058,0.204,0.627
13095,8.428571428571429,2979.33,199.36999999999998,DEMOCRAT,0.033,0.037,0.045,0.159,0.726
13097,7.814285714285715,1457.4700000000003,33.89,DEMOCRAT,0.083,0.037,0.09,0.198,0.591
13099,5.3428571428571425,3869.5599999999995,394.08,REPUBLICAN,0.045,0.062,0.156,0.253,0.485
13101,4.171428571428572,5574.99,7.14,REPUBLICAN,0.097,0.073,0.182,0.202,0.446
13103,5.628571428571428,893.3600000000001,1.54,REPUBLICAN,0.044,0.064,0.145,0.272,0.475
13105,7.157142857142857,1601.49,5.180000000000001,REPUBLICAN,0.132,0.177,0.081,0.107,0.503
13107,6.8999999999999995,1632.57,29.830000000000002,REPUBLICAN,0.062,0.044,0.142,0.252,0.5
13109,5.257142857142858,1733.71,9.38,REPUBLICAN,0.03,0.078,0.229,0.29,0.372
13111,5.542857142857144,955.2300000000001,12.09,REPUBLICAN,0.075,0.088,0.125,0.112,0.6
13113,6.085714285714286,762.2500000000001,22.14,REPUBLICAN,0.06,0.086,0.131,0.218,0.505
13115,7.185714285714286,1126.84,17.029999999999998,REPUBLICAN,0.186,0.036,0.234,0.148,0.395
13117,5.3,706.3799999999999,7.690000000000003,REPUBLICAN,0.035,0.048,0.083,0.193,0.641
13119,6.671428571428572,1438.3300000000002,14.639999999999997,REPUBLICAN,0.168,0.074,0.117,0.215,0.425
13121,8.3,1572.1599999999999,37.160000000000004,DEMOCRAT,0.026,0.036,0.089,0.187,0.662
13123,5.442857142857143,1488.7200000000003,13.23,REPUBLICAN,0.128,0.042,0.087,0.198,0.545
13125,4.6571428571428575,750.1899999999999,0.0,REPUBLICAN,0.156,0.066,0.107,0.13,0.541
13127,7.7,2724.4500000000003,27.300000000000004,REPUBLICAN,0.048,0.071,0.145,0.251,0.485
13129,6.257142857142858,1543.3200000000002,40.13,REPUBLICAN,0.172,0.1,0.201,0.157,0.369
13131,4.714285714285714,1609.6799999999998,21.09,REPUBLICAN,0.063,0.139,0.116,0.264,0.417
13133,6.1571428571428575,1267.3300000000002,60.06000000000001,REPUBLICAN,0.062,0.046,0.057,0.176,0.658
13135,6.8999999999999995,1714.43,24.94,DEMOCRAT,0.036,0.054,0.081,0.19,0.639
13137,6.057142857142857,2177.35,120.13000000000001,REPUBLICAN,0.063,0.1,0.116,0.292,0.43
13139,5.414285714285714,2477.5,37.39,REPUBLICAN,0.061,0.069,0.128,0.198,0.545
13141,8.742857142857142,3397.0299999999993,402.1299999999999,DEMOCRAT,0.043,0.111,0.102,0.168,0.575
13143,6.528571428571429,608.8100000000002,20.160000000000004,REPUBLICAN,0.184,0.123,0.165,0.184,0.345
13145,5.371428571428572,1696.0100000000002,41.210000000000015,REPUBLICAN,0.093,0.081,0.061,0.213,0.551
13147,5.942857142857143,857.1200000000001,1.6500000000000001,REPUBLICAN,0.092,0.061,0.14,0.207,0.5
13149,7.385714285714286,1147.5100000000002,34.8,REPUBLICAN,0.126,0.094,0.166,0.144,0.471
13151,7.842857142857143,1175.18,18.190000000000005,DEMOCRAT,0.103,0.048,0.091,0.181,0.578
13153,5.6,997.5800000000002,27.349999999999994,REPUBLICAN,0.032,0.079,0.136,0.172,0.581
13155,5.814285714285714,1544.98,10.639999999999999,REPUBLICAN,0.098,0.091,0.126,0.224,0.46
13157,5.114285714285715,1144.4599999999998,17.980000000000004,REPUBLICAN,0.125,0.085,0.117,0.24,0.434
13159,5.299999999999999,990.49,7.0,REPUBLICAN,0.082,0.059,0.181,0.118,0.56
13161,5.471428571428572,2179.1000000000004,34.16,REPUBLICAN,0.124,0.138,0.165,0.183,0.39
13163,6.885714285714286,2520.2100000000005,32.55,DEMOCRAT,0.251,0.055,0.099,0.102,0.493
13165,6.614285714285715,2507.7500000000005,225.64000000000007,REPUBLICAN,0.114,0.053,0.084,0.261,0.488
13167,5.271428571428571,2442.53,63.68,REPUBLICAN,0.119,0.053,0.109,0.251,0.468
13169,5.014285714285714,824.81,4.99,REPUBLICAN,0.049,0.087,0.226,0.209,0.43
13171,6.785714285714286,1109.59,50.0,REPUBLICAN,0.07,0.06,0.171,0.293,0.406
13173,5.614285714285715,1987.1099999999997,49.33,REPUBLICAN,0.102,0.07,0.145,0.181,0.502
13175,7.314285714285715,1363.09,7.449999999999999,REPUBLICAN,0.122,0.056,0.141,0.291,0.391
13177,5.1000000000000005,1721.6599999999999,92.87,REPUBLICAN,0.035,0.033,0.039,0.162,0.732
13179,6.514285714285713,860.1999999999999,3.22,DEMOCRAT,0.007,0.099,0.066,0.215,0.614
13181,5.814285714285714,1449.3599999999997,72.35000000000001,REPUBLICAN,0.073,0.104,0.111,0.233,0.479
13183,4.757142857142857,559.4399999999998,5.109999999999999,REPUBLICAN,0.014,0.119,0.086,0.159,0.621
13185,6.399999999999999,2324.67,26.38,REPUBLICAN,0.108,0.101,0.149,0.208,0.435
13187,5.700000000000001,762.7400000000001,19.759999999999998,REPUBLICAN,0.035,0.086,0.13,0.245,0.504
13189,8.471428571428572,1182.94,48.33000000000001,REPUBLICAN,0.072,0.053,0.123,0.265,0.488
13191,6.114285714285714,940.4000000000002,13.860000000000001,REPUBLICAN,0.034,0.076,0.188,0.221,0.481
13193,6.614285714285715,1542.43,77.13000000000002,DEMOCRAT,0.078,0.049,0.113,0.21,0.55
13195,5.828571428571429,976.2699999999998,13.440000000000001,REPUBLICAN,0.165,0.084,0.055,0.186,0.511
13197,5.542857142857143,1727.69,60.13000000000001,REPUBLICAN,0.084,0.12,0.167,0.196,0.433
13199,9.1,1615.1000000000001,33.919999999999995,REPUBLICAN,0.109,0.086,0.138,0.15,0.517
13201,4.257142857142857,2444.270000000001,0.0,REPUBLICAN,0.064,0.056,0.182,0.159,0.539
13205,6.3428571428571425,2996.6099999999997,203.78,REPUBLICAN,0.044,0.112,0.055,0.159,0.63
13207,5.528571428571428,1459.2,81.93999999999998,REPUBLICAN,0.072,0.035,0.184,0.253,0.455
13209,5.814285714285715,1285.5999999999997,0.0,REPUBLICAN,0.114,0.083,0.174,0.228,0.401
13211,6.0,1004.0200000000001,0.0,REPUBLICAN,0.061,0.064,0.093,0.168,0.614
13213,8.9,1245.5,7.919999999999999,REPUBLICAN,0.193,0.03,0.182,0.177,0.417
13215,8.185714285714285,2033.87,39.52000000000001,DEMOCRAT,0.063,0.073,0.083,0.225,0.555
13217,7.5,1296.45,26.04,DEMOCRAT,0.094,0.076,0.123,0.207,0.5
13219,4.471428571428571,943.99,39.72,REPUBLICAN,0.049,0.063,0.095,0.181,0.611
13221,5.385714285714285,1170.8,53.32000000000001,REPUBLICAN,0.056,0.082,0.054,0.181,0.627
13223,6.0,761.3199999999999,11.380000000000003,REPUBLICAN,0.097,0.068,0.108,0.233,0.494
13225,6.314285714285714,1023.72,50.94,REPUBLICAN,0.027,0.074,0.172,0.16,0.567
13227,5.500000000000001,761.6600000000002,18.970000000000002,REPUBLICAN,0.038,0.118,0.101,0.188,0.555
13229,4.871428571428572,1933.1899999999996,32.160000000000004,REPUBLICAN,0.05,0.143,0.127,0.157,0.522
13231,5.642857142857143,946.4899999999999,22.550000000000004,REPUBLICAN,0.059,0.06,0.147,0.192,0.542
13233,6.728571428571428,1378.43,15.45,REPUBLICAN,0.106,0.071,0.192,0.145,0.485
13235,4.771428571428571,805.1499999999999,23.480000000000004,REPUBLICAN,0.079,0.031,0.098,0.218,0.575
13237,7.128571428571427,1587.72,82.60999999999999,REPUBLICAN,0.059,0.093,0.118,0.214,0.516
13239,6.714285714285714,1503.1699999999998,43.47,REPUBLICAN,0.053,0.15,0.095,0.163,0.538
13241,6.271428571428571,1001.92,37.03999999999999,REPUBLICAN,0.1,0.083,0.124,0.229,0.464
13243,5.871428571428572,3826.6599999999994,440.26,DEMOCRAT,0.016,0.065,0.05,0.2,0.669
13245,7.857142857142857,1526.1800000000005,39.85999999999999,DEMOCRAT,0.068,0.059,0.114,0.18,0.578
13247,7.914285714285713,1154.53,18.22,DEMOCRAT,0.058,0.078,0.115,0.216,0.534
13249,4.7,1140.26,19.04,REPUBLICAN,0.07,0.102,0.117,0.214,0.497
13251,8.557142857142857,1163.1999999999998,64.30999999999999,REPUBLICAN,0.198,0.069,0.081,0.242,0.41
13253,5.1571428571428575,1648.47,24.749999999999996,REPUBLICAN,0.073,0.079,0.202,0.135,0.51
13255,7.900000000000001,1202.7500000000002,59.34000000000001,REPUBLICAN,0.072,0.038,0.179,0.202,0.509
